code	producer_version_id	lc	product_name_ar	product_name_cs	product_name_da	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_nl	product_name_no	product_name_pl	product_name_pt	product_name_ro	product_name_ru	product_name_sv	abbreviated_product_name_fr	generic_name_da	generic_name_de	generic_name_en	generic_name_es	generic_name_fi	generic_name_fr	generic_name_hu	generic_name_it	generic_name_nl	generic_name_no	generic_name_pl	generic_name_pt	generic_name_ro	generic_name_ru	generic_name_sv	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	origin_en	origin_fr	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_da	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_hu	ingredients_text_it	ingredients_text_nl	ingredients_text_no	ingredients_text_pl	ingredients_text_pt	ingredients_text_ro	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	gondoic-acid_value	gondoic-acid_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	lactose_value	lactose_unit	serum-proteins_value	serum-proteins_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-c_value	vitamin-c_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b12_value	vitamin-b12_unit	biotin_value	biotin_unit	pantothenic-acid_value	pantothenic-acid_unit	bicarbonate_value	bicarbonate_unit	potassium_value	potassium_unit	chloride_value	chloride_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	caffeine_value	caffeine_unit	ph_value	ph_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_4_shape	packaging_4_material	packaging_5_shape	packaging_6_shape	packaging_7_shape	packaging_7_material	packaging_7_recycling	conservation_conditions_fr	preparation_fr	nutriscore_score_producer	nutriscore_grade_producer	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
8711327572652		en					Vegan Phish Food																																Ben & Jerry's	ben-jerry-s		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets	Vegetarian, Vegan	en:vegetarian,en:vegan	United Kingdom	en:united-kingdom			0																															100g	100g					240	kcal			11	g			7.9	g			32	g			21	g					2.3	g			0.13	g			0.052	g					240	kcal																																																																																				en:ice-cream	en:milk-and-dairy-products,en:ice-cream		unknown	d	13	unknown		1		-5	-15	1	0																App - Yuka, Apps
4056489258407		en					Lemon sorbet																																Gelatelli	gelatelli		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Sorbets, Lemon sorbets	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:sorbets,en:lemon-sorbets	Vegetarian, Vegan	en:vegetarian,en:vegan	United Kingdom	en:united-kingdom			0																															100g	100g					122	kcal			0.1	g			0.1	g			29.2	g			25.6	g					0.4	g													122	kcal																																																																																				en:ice-cream	en:milk-and-dairy-products,en:ice-cream		unknown			b	67	1	39530	-5	-15	1	0																App - yuka, Apps
20080259		en					Mint ice cream																																Gelatelli	gelatelli				Sustainable farming, UTZ Certified, UTZ Certified Cocoa	en:sustainable-farming,en:utz-certified,en:utz-certified-cocoa	United Kingdom	en:united-kingdom			0																															100g	100g					311	kcal			19.1	g			14.1	g			31.1	g			28.9	g					3.2	g			0.23	g			0.092	g					311	kcal																																																																																							unknown			unknown		1		-5	-15	1	10																App - yuka, Apps
20203207		en					Ice cream corn																																Gelatelli	gelatelli						United Kingdom	en:united-kingdom			0																															100g	100g					386	kcal			1.8	g			0.5	g			81.2	g			1.4	g					11.7	g			0.4	g			0.16	g					386	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5010238021000		en					Oreo Ice Cream																																Oreo	oreo						United Kingdom	en:united-kingdom			0																															100g	100g					238	kcal			10.9	g			8.4	g			30.5	g			19.5	g			1	g	3.8	g			0.35	g			0.14	g					238	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
5010238019625		en					Oreo ice cream																																Oreo	oreo						United Kingdom	en:united-kingdom			0																															100g	100g					237	kcal			11	g			11	g			30	g			30	g			0.7	g	3.7	g			0.26	g			0.104	g					237	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
8711327369030		en					Cookies on Cookie Dough Non-Dairy Ice Cream																																Ben & Jerry's	ben-jerry-s				Vegetarian, Vegan	en:vegetarian,en:vegan	United Kingdom	en:united-kingdom			0																															100g	100g					263	kcal			14	g			8.8	g			32	g			22	g					1.9	g			0.14	g			0.056	g					263	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5052449342406		en					Cookie dough ice cream																												480 ml				Asda	asda						United Kingdom	en:united-kingdom	Asda	asda	0																															100g	100g					678	kcal			6.1	g			5	g			24	g			16	g					2.5	g			0.19	g			0.076	g					678	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
4088600106076		en					Cookies Ice cream sandwich																												6 x 55 ml											United Kingdom	en:united-kingdom			0																															100g	100g					303	kcal			11	g			7	g			45	g			26	g			1.7	g	5.6	g			0.4	g			0.16	g					303	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5060002044001		en					Cookie Dough (Special Edition)															Cookie dough ice cream													465 ml	100 ml	Cardboard, Frozen, Tub	en:cardboard,en:frozen,en:tub	Booja-Booja	booja-booja		Plant-based foods and beverages, Dairy substitutes, Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Plant-based ice creams, Vegan	en:plant-based-foods-and-beverages,en:dairy-substitutes,en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:plant-based-ice-creams,en:vegan	Organic, Vegetarian, Vegan, Soil Association Organic, The Vegan Society	en:organic,en:vegetarian,en:vegan,en:soil-association-organic,en:the-vegan-society	United Kingdom	en:united-kingdom	Waitrose	waitrose	0							Norfolk,United Kingdom	norfolk,united-kingdom						Cashew nuts (12%), Oat Flour, Coconut Syrup, Dark Chocolate (Cocoa Mass, Cane Sugar, Cocoa Butter, Vanilla Powder) 0.9%, Coconut Oil, Vanilla Extract, Sea Salt												Nuts	en:nuts				100g	100g					186	kcal			7.2	g			2.4	g			27	g			23	g					2.8	g			0.1175	g			0.047	g					186	kcal																																																							1	en:Tub	en:cardboard	en:recycle			1	en:lid	en:cardboard	en:recycle			1	en:film	en:plastic	en:discard													https://boojabooja.com/pages/honeycomb-caramel-vegan-ice-cream	en:ice-cream	en:milk-and-dairy-products,en:ice-cream	3	en:3-processed-foods	c	8	a	80		39509	-5	-2	0	0																App - Waistline, Apps
5034000801348		en					Rob & nick ice cream Vanilla																																							United Kingdom	en:united-kingdom			0																															100g	100g																																																																																																																																	unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
4056489335702		en					Deluxe Mince Pie Dairy Ice Cream																																							United Kingdom	en:united-kingdom			0																															100g	100g					129	kcal			5.9	g			3.7	g			16.7	g			14	g			0.8	g	1.9	g													129	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
8711327575011		en					Magnum White Chocolate Ice Cream Sticks															Vanilla ice cream coated with white chocolate													300ml		Mixed plastic-packet	en:mixed-plastic-packet	Magnum	magnum		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream bars	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars	Rainforest Alliance	en:rainforest-alliance	United Kingdom	en:united-kingdom	Tesco	tesco	0		United Kingdom	en:united-kingdom		United Kingdom		United Kingdom	united-kingdom						Reconstituted skimmed MILK, sugar, cocoa butter¹, glucose syrup, coconut fat, skimmed MILK powder, butter oil (MILK), fructose, whole MILK powder, skimmed MILK powder or concentrate, emulsifiers (E471, lecithins), stabilisers (guar gum, tara gum, locust bean gum, carrageenan), whey solids (MILK), exhausted vanilla bean pieces, natural vanilla flavouring¹ (with MILK), natural vanilla flavouring, colour (carotenes).												Milk	en:milk	Nuts	en:nuts		100g	100g																																																																																																																														en:ice-cream	en:milk-and-dairy-products,en:ice-cream	4	en:4-ultra-processed-food-and-drink-products			b	79	1	39509	5	-15	1	10																
8711327575080		en					Magnum Mint Ice Cream Sticks															Mint ice cream coated with milk chocolate (29%) and sugar pieces (2.5%)													300ml		Mixed plastic film-wrapper	en:mixed-plastic-film-wrapper	Magnum	magnum		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream bars	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars	Rainforest Alliance	en:rainforest-alliance	United Kingdom	en:united-kingdom	Tesco	tesco	0		United Kingdom	en:united-kingdom		United Kingdom		United Kingdom	united-kingdom						Reconstituted skimmed MILK, sugar, cocoa butter ¹, cocoa mass ¹, coconut fat, glucose syrup, whole MILK powder, fructose, butter oil (MILK), emulsifiers [E471, lecithins (contains SOY), E476], whey solids (MILK), stabilisers (locust bean gum, guar gum, carrageenan), flavourings (MILK).												Milk, Soybeans	en:milk,en:soybeans	Nuts	en:nuts		100g	100g																																																																																																																														en:ice-cream	en:milk-and-dairy-products,en:ice-cream	4	en:4-ultra-processed-food-and-drink-products			b	79	1	39509	5	-15	1	10																
4056489270423		en					Strawberries and Cream																												900 ml				Lidl	lidl		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets			United Kingdom	en:united-kingdom	Lidl	lidl	0																															100g	100g					159	kcal			4.1	g			3.1	g			28.3	g			20.4	g					1.8	g			0.13	g			0.052	g					159	kcal																																																																																				en:ice-cream	en:milk-and-dairy-products,en:ice-cream		unknown	c	7	unknown		1		-5	-15	1	0																App - yuka, Apps, App - smoothie-openfoodfacts
3415582817125		en					Duo chocolate crunch ice cream																																Häagen-Dazs	haagen-dazs						United Kingdom	en:united-kingdom			0																															100g	100g					291	kcal			19.4	g			11.2	g			23.9	g			23.5	g			1.4	g	4.5	g			0.15	g			0.06	g					291	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
5000462174856		en					Vanilletta Ice cream																																Tesco	tesco						United Kingdom	en:united-kingdom	Tesco	tesco	0																															100g	100g					110	kcal			5.6	g			4.6	g			12.6	g			12.6	g			0.4	g	1.7	g			0	g			0	g					110	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
5060542500401		en					Natural none dairy ice ceam																																					Organic, Vegetarian, Vegan, Soil Association Organic, The Vegan Society	en:organic,en:vegetarian,en:vegan,en:soil-association-organic,en:the-vegan-society	United Kingdom	en:united-kingdom			0																															100g	100g					741	kcal			11	g			9.6	g			18	g			16	g					1	g			0.43	g			0.172	g					741	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5949000506431		en					Lipton																													500ml			Lipton	lipton		Beverages, Tea-based beverages, Iced teas	en:beverages,en:tea-based-beverages,en:iced-teas			United Kingdom	en:united-kingdom			0																															100g	100g	82	kJ			20	kcal			0.5	g			0.1	g			4.6	g			4.5	g					0.5	g			0.02	g			0.008	g					82	kJ																																																																																				en:teas-and-herbal-teas-and-coffees	en:beverages,en:teas-and-herbal-teas-and-coffees		unknown	d	6	c	43	1	18015	-5	-15	1	0																App - yuka, Apps, App - smoothie-openfoodfacts
3090089336524		en					ice cream bars																																							United Kingdom	en:united-kingdom			0														ice cream:(cream(milk), milk, nonfat milk, sugar, egg yolk, flavouring: vanilla extract), chocolate coating with almonds(nuts): (sugar, coconut oil, nonfat dry milk powder, unsweetened chocolate:(11%), cocoa mass (100%), soybean oil, emulsifier: soy lecithin), roasted almonds(4,51%) (nuts): (almonds, canola oil and / or safflower oil), allergens are shown in bold in the ingredients list u mil wit **n sho tri												Eggs, Milk, Nuts	en:eggs,en:milk,en:nuts				100g	100g																																																																																																																																4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																App - InFood, Apps
7290018652909		en					Ice coffee ice cream																																							United Kingdom	en:united-kingdom			0																															100g	100g																																																																																																																																	unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
4056489411703		en					Protein ICE Bar Cookies & Cream																												1pcs	50g			Gelatelli	gelatelli		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams	Green Dot, Rainforest Alliance	en:green-dot,en:rainforest-alliance	Germany, United Kingdom	en:germany,en:united-kingdom			0																															100g	100g					287	kcal			15.2	g			8.8	g			27.4	g			20.1	g					10	g			0.23	g			0.092	g					287	kcal																																																																																				en:ice-cream	en:milk-and-dairy-products,en:ice-cream		unknown	d	16	b	77	1	39509	-5	-15	1	10																App - Waistline, Apps, App - Yuka, App - El CoCo, App - Speisekammer
4056489539858		en					Vegan almond salted caramel ice dessert																																Lidl	lidl				Vegetarian, Vegan, European Vegetarian Union, European Vegetarian Union Vegan	en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan	United Kingdom	en:united-kingdom			0																															100g	100g					182	kcal			8.7	g			2.2	g			18.2	g			13.3	g					1.5	g			0.1	g			0.04	g					182	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5010251930822		en					Cookie Dough Ice Cream																													480ml			Morrisons	morrisons		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams	High proteins	en:high-proteins	United Kingdom	en:united-kingdom	Morrisons	morrisons	0														Polydextrose, Cookie dough pieces (6%) (sugar, wheat flour, butter (milk), water, glucose-fructose syrup, salt, flavouring (contains barley), vanilla powder), Sweeteners (erythritol, steviol glycoside), Dried egg white, Sugar, Milk proteins, Chocolate flakes (2%) (sugar, cocoa mass, fat reduced cocoa powder, cocoa butter, emulsifier (sunflower lecithins)), Chicory fibre, Emulsifier (mono - and diglycerides of tatty acids), Stabilisers (locust bean gum, guar gum), Flavourings, Dried skimmed milk, Colour (carotenes).												Gluten, Milk	en:gluten,en:milk				100g	100g					72	kcal			2.3	g			1.6	g			9.3	g			5.2	g			1.5		4.2	g			0.125	g			0.05	g					72	kcal																																																																																				en:ice-cream	en:milk-and-dairy-products,en:ice-cream	4	en:4-ultra-processed-food-and-drink-products	a	-1	b	67	1	39509	-5	-15	1	0																App - yuka, Apps, App - Open Food Facts
20396664		en					Raspberry ripple flavored ice cream																																Lidl	lidl				High proteins	en:high-proteins	United Kingdom	en:united-kingdom	Lidl	lidl	0																															100g	100g					87	kcal			3.1	g			2.1	g			8.7	g			8.7	g					4.5	g			0.1	g			0.04	g					87	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5010251930815		en					Salted caramel ice cream																													96.0g			Maurisson	maurisson				High proteins	en:high-proteins	United Kingdom	en:united-kingdom			0																															100g	100g					61	kcal			1.4	g			1	g			7.9	g			4.5	g			0.300000011920929	g	3.8	g			0.18	g			0.072	g					61	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																Apps, App - Foodvisor, App - yuka
20397197		en					mint chocolate chip ice cream																																					High proteins	en:high-proteins	United Kingdom	en:united-kingdom			0																															100g	100g					81	kcal			2.9	g			1.9	g			7.7	g			7.6	g			3	g	4.4	g			0.1	g			0.04	g					81	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
20397135		en					Espresso caramel ice cream																																					High proteins	en:high-proteins	United Kingdom	en:united-kingdom			0																															100g	100g					77	kcal			2	g			1.2999999523163	g			8.6000003814697	g			7.0999999046326	g					4.5999999046326	g			0.1	g			0.04	g					77	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
5000169598610		en					Alphonso Mango & Passion Fruit Ice Cream																																Waitrose	waitrose						United Kingdom	en:united-kingdom	Waitrose	waitrose	0																															100g	100g					219	kcal			11.8	g			7.5	g			24.9	g			23.7	g			0.5	g	3	g													219	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
5010525043937		en					Raspberry Ice cream sticks																												3 x 60 g				Morrisons	morrisons						United Kingdom	en:united-kingdom			0																															100g	100g					135	kcal			2.6	g			1.7	g			22.5	g			13.2	g			0.5	g	5.1	g			0.12	g			0.048	g					135	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
4088600551791		en					Chocolate and Nut Ice Cream Cones																																							United Kingdom	en:united-kingdom			0														water, sugar, glucose syrup, wheat flour, vegetable oils (coconut oil, sunflower oil) in varying proportions, hazelnuts (2,5%), pea protein, fat reduced cocoa powder, emulsifiers: mono-and diglycerides of fatty acids, lecithins, flavouring, stabilisers: locust bean gum, guar gum, sugar cane fibre, salt, colour: plain caramel, allergy advice: for allergens, see ingredients in bold, may also contain other nuts,  peanuts and milk, dietary advice: suitable for vegans, nutrition typical values energy fat												Gluten, Nuts	en:gluten,en:nuts	Milk, Nuts, Peanuts	en:milk,en:nuts,en:peanuts		100g	100g					313	kcal			14.6	g			10.8	g			41.6	g			23.4	g			1.8	g	2.9	g			0.11	g			0.044	g					313	kcal																																																																																						4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																App - InFood, Apps, App - Yuka
7398818389169		en					Cinnamon, ice cream																													175 g			Lohilo	lohilo						United Kingdom	en:united-kingdom			0																															100g	100g					194	kcal			9.4	g			6.8	g			17	g			5.2	g			5.2	g	11	g			0.1	g			0.04	g					194	kcal																																																																																							unknown			unknown		1		-5	-15	1	0																App - Waistline, Apps
5010238014729		en					Creme Egg Ice Cream																												100g	100g	Cardboard box, Plastic wrapper	en:cardboard-box,en:plastic-wrapper	Cadbury	cadbury		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams	Vegetarian, Green Dot	en:vegetarian,en:green-dot	United Kingdom	en:united-kingdom			0		United Kingdom	en:united-kingdom											Concentrated skimmed milk, milk chocolate (35%) (milk, sugar, cocoa butter, cocoa mass, palm oil, emulsifiers (E442, E476), flavourings), fondant sauce (10%) (glucose syrup, water, sugar, sweetened condensed skimmed milk, glucose-fructose syrup, unsalted butter (from milk), modified maize starch, flavouring, colours (carotenes, titanium dioxide), salt, emulsifier (E471), gelling agent (pectin)), sugar, coconut oil, dried whey (from milk), dextrose, emulsifiers (E471, E477), flavouring, stabilisers (E412, E410), colours (beetroot red, carotenes). May contain peanuts, nuts.												Milk	en:milk	Nuts, Peanuts	en:nuts,en:peanuts	off	100g	100g					250	kcal			14.4	g			9.6	g			26.6	g			24.5	g			0.5	g	3	g			0.14	g			0.056	g					250	kcal																																																								en:wrapper	en:plastic					en:box	en:cardboard																					en:ice-cream	en:milk-and-dairy-products,en:ice-cream	4	en:4-ultra-processed-food-and-drink-products	d	17	b	71		39509	5	-11	1	0	-10															App - Open Food Facts, Apps
8711327537446		en					white chocolate and berry remix				WHITE CHOCOLATE BERRY REMIX																								1ml				Magnum	magnum		Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream bars	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars	Pure cocoa butter, Rainforest Alliance	en:pure-cocoa-butter,en:rainforest-alliance	Germany, United Kingdom	en:germany,en:united-kingdom			0														"reconstituted skimmed milk, jar, cocoa butter', glucose syrup, skimmed milk powder, coconut fat, blackcurrant puree (4,5%), butter oil (milk), whole milk wder, raspbery puree (3%), fructose, cocoa mass', whey solids (milk), beetroot juice concentrate, emulsifiers (e471, sunflower ithins, soy lecithin, e476), glucose-fructose syrup, acid (citric acid), skimmed milk powder or concentrate, stabilisers (locust an gum, guar gum,    carrageenan), exhausted vanilla bean pieces, natural vanilla flavouring' (with milk), flavourings, colour arotenes), may contain: almond, 'rainforest alliance certified, ra,org, store at - 18°c, best before end: see side of pack, it a surprising re-combination of the classic magnum components: creamy vanilla and osco fruit ice cream, covered with a double cover of white chocolate and milk chocolate to create an extra pleasure experience,    blackcurrant and raspberry ice cream variegated with vanilla ice cream, with white chocolate (27%) and milk chocolate (9%), ingredients: rehydrated skimmed milk, sugar, cocoa butter', glucose syrup, skimmed milk powder, coconut oil, black currant puree (4,5%), concentrated butter, whole milk powder, raspberry puree (3%), fructose, cocoa mass',  lactose and milk proteins, concentrated beet juice,, emulsifiers (e471,   sunflower lecithin, soy lecithin, e476), glucose-fructose syrup, acidity regulator (citric acid), skimmed milk powder or concentrate, thickeners (camube seed flour, guar gum, carrageenan), vanilla pods, natural vanilla flavor (contains milk), flavorings, coloring (carotenes), may contain almonds,  ,quot,certificate rainforest alliance, ra,org, store at-18°c, to be consumed preferably by the end: see side, de eine aufregende kombination für ein ganz besonderes genusserlebnis:   fruchtiges eis mit schwarzer johannisbeere und himbeere verstrudelt mit cremigen vanilleeis, getaucht in weiße schokolade und zur hälfte in milchschokolade, eis mit beeren verstrudelt mit vanilleeis, weiße schokolade (27%) und milchschokolade (9%),  zutaten: 800 - entrahmte milch, zucker, kakaobutter', glukosesirup, magermilchpulver, kokosfett, schwarze johannisbeere-püree 5703 (4,5%), butterfett, vollmilchpulver, himbeerpüree (3%), fruktose, kakaomasse', molkenerzeugnis, va tecne"					"Reconstituted skimmed MILK, jar, cocoa butter', glucose syrup, skimmed MILK powder, coconut fat, blackcurrant puree (4,5%), butter oil (MILK), whole MILK wder, raspbery puree (3%), fructose, cocoa mass', whey solids (MILK), beetroot juice concentrate, emulsifiers (E471, sunflower ithins, SOY lecithin, E476), glucose-fructose syrup, acid (citric acid), skimmed MILK powder or concentrate, stabilisers (locust an gum, guar gum, carrageenan), exhausted vanilla bean pieces, natural vanilla flavouring' (with MILK), flavourings, colour arotenes), May contain: almond, 'Rainforest Alliance Certified, ra,org, Store at - 18°C, Best before end: see side of pack, IT Una sorprendente ri-combinazione dei classici componenti Magnum: cremoso gelato alla vaniglia e ai frutti di osco, ricoperto da una doppia copertura di cioccolato bianco e al cioccolato al latte per creare un' extra esperienza di piacere, Gelato al ribes nero e al lampone variegato con gelato alla vaniglia, con cioccolato bianco (27%) e cioccolato al latte (9%), Ingredienti: LATTE scremato reidratato, zucchero, burro di cacao', sciroppo di glucOsio, LATTE scremato in polvere, olio di cocco, purea di ribes nero (4,5%), BURRO concentrato, LATTE intero in polvere, purea di lamponi (3%), fruttosio, pasta di cacao', LATTOSIO e proteine del LATTE, succo di barbabietola concentrato,, emulsionanti (E471, lecitina di girasole, lecitina di SOIA, E476), sciroppo di glucosio-fruttosio, regolatore di acidità (acido citrico), LATTE scremato in polvere o concentrato, addensanti (farina di semi di camube, gomma di guar, carragenina), baccelli di vaniglia, aroma naturale di vaniglia' (contiene LATTE), aromi, colorante (caroteni), Può contenere mandorle, &quot;Certificato Rainforest Alliance, ra,org, Conservare a-18°C, Da consumarsi preferibilmente entro fine: vedi lato, DE Eine aufregende Kombination für ein ganz besonderes Genusserlebnis: fruchtiges Eis mit schwarzer Johannisbeere und Himbeere verstrudelt mit cremigen Vanilleeis, getaucht in weiße Schokolade und zur Hälfte in Milchschokolade, Eis mit Beeren verstrudelt mit Vanilleeis, weiße Schokolade (27%) und Milchschokolade (9%), Zutaten: 800 - Entrahmte MILCH, Zucker, Kakaobutter', Glukosesirup, MAGERMILCHPULVER, Kokosfett, Schwarze Johannisbeere-Püree 5703 (4,5%), BUTTERFETT, VOLLMILCHPULVER, Himbeerpüree (3%), Fruktose, Kakaomasse', MOLKENERZEUGNIS, va Tecne"							Milk, Soybeans	en:milk,en:soybeans	Milk, Nuts, Soybeans	en:milk,en:nuts,en:soybeans		100g	100g					339	kcal			21	g			14	g			32	g			28	g			0	g	4.4	g													339	kcal																																																																																				en:ice-cream	en:milk-and-dairy-products,en:ice-cream	4	en:4-ultra-processed-food-and-drink-products			b	77	1	39509	-5	-15	1	10																App - InFood, Apps, App - Yuka, App - Speisekammer
